"","Age","Gender","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
25,0.3148148148148148,1,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","No","Dont know","No","Very easy","Yes","No","Some of them","Yes","No","Yes","No","No"
26,0.27777777777777773,1,"No","No","No","Did not answer","1-5","No","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","Maybe","Some of them","No","No","No","Dont know","No"
27,0.3148148148148148,0,"No","Yes","Yes","Rarely","6-25","Yes","Yes","Yes","Yes","Dont know","Dont know","Dont know","Dont know","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
28,0.2962962962962962,1,"No","No","Yes","Sometimes","26-100","Yes","Yes","Dont know","Not sure","No","Dont know","Dont know","Somewhat difficult","No","No","Some of them","No","No","No","No","No"
29,0.3518518518518518,1,"No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Dont know","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","No"
30,0.25925925925925924,1,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Dont know","Dont know","Yes","Yes","Some of them","Some of them","No","Maybe","No","No"
31,0.24074074074074076,1,"Yes","Yes","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Dont know","Somewhat difficult","Yes","No","No","No","No","No","No","Yes"
32,0.22222222222222227,1,"No","Yes","Yes","Sometimes","500-1000","Yes","Yes","Dont know","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","Dont know","No"
33,0.44444444444444436,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Some of them","Some of them","Maybe","Yes","Dont know","No"
34,0.4074074074074074,0,"No","No","Yes","Sometimes","1-5","No","Yes","Yes","Yes","No","No","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","Yes","No"
35,0.16666666666666669,1,"No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Dont know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Dont know","No"
36,0.20370370370370366,1,"No","No","No","Rarely","1-5","No","Yes","No","No","No","No","Dont know","Very easy","Yes","Maybe","Some of them","No","No","No","Dont know","No"
37,0.3703703703703704,1,"No","No","No","Did not answer","100-500","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
38,0.5925925925925926,1,"No","No","No","Did not answer","100-500","No","Yes","Yes","Yes","No","Dont know","Dont know","Dont know","No","No","Some of them","Yes","No","Maybe","Dont know","No"
39,0.3148148148148148,1,"No","No","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
40,0.1111111111111111,1,"No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Dont know","Dont know","Maybe","Maybe","Some of them","No","No","Yes","No","Yes"
41,0.3148148148148148,1,"No","No","No","Did not answer","More than 1000","Yes","Yes","Yes","Not sure","Dont know","Yes","Dont know","Somewhat difficult","Yes","Yes","Some of them","No","No","Maybe","Dont know","No"
42,0.16666666666666669,1,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","No","Yes","No"
43,0.0,1,"No","No","No","Often","6-25","No","Yes","No","Not sure","No","No","Dont know","Somewhat difficult","Yes","Maybe","No","Some of them","No","No","No","No"
44,0.22222222222222227,1,"No","No","Yes","Sometimes","26-100","No","Yes","Dont know","No","No","No","Dont know","Dont know","No","No","No","No","No","Maybe","Dont know","No"
45,0.3703703703703704,0,"No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
46,0.18518518518518517,1,"No","No","No","Did not answer","26-100","No","Yes","Dont know","Not sure","No","No","Dont know","Dont know","No","Maybe","Some of them","Yes","Maybe","Yes","Dont know","No"
47,0.2962962962962962,1,"No","No","No","Did not answer","6-25","No","Yes","No","No","No","No","Dont know","Dont know","No","No","Yes","Yes","Maybe","Yes","Dont know","No"
48,0.14814814814814814,1,"Yes","No","No","Sometimes","1-5","No","Yes","No","Yes","Yes","No","Dont know","Dont know","No","No","Yes","Yes","No","No","Yes","No"
49,0.22222222222222227,1,"No","Yes","Yes","Rarely","26-100","No","Yes","Yes","No","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Yes","No","No","Dont know","No"
50,0.07407407407407407,1,"No","Yes","Yes","Often","6-25","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","No","No","No","Maybe","Dont know","No"
51,0.27777777777777773,1,"No","No","No","Did not answer","100-500","Yes","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Dont know","No"
52,0.24074074074074076,1,"No","No","No","Did not answer","100-500","Yes","Yes","Dont know","No","Dont know","Dont know","Dont know","Dont know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Dont know","No"
53,0.25925925925925924,1,"No","No","No","Never","1-5","Yes","Yes","Dont know","Not sure","No","No","Dont know","Dont know","Maybe","No","Some of them","Yes","No","No","Dont know","No"
54,0.18518518518518517,1,"No","No","No","Did not answer","100-500","No","Yes","No","No","No","No","Dont know","Dont know","No","No","No","No","No","Maybe","Dont know","No"
55,0.16666666666666669,2,"No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","No","No","Yes","Dont know","Maybe","No","No","No","No","No","Dont know","No"
56,0.25925925925925924,1,"No","Yes","No","Did not answer","6-25","Yes","Yes","Dont know","No","No","No","Dont know","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
57,0.1111111111111111,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Dont know","No","No","No","Dont know","Dont know","No","Maybe","Some of them","Yes","Yes","Yes","No","No"
58,0.14814814814814814,1,"No","No","No","Did not answer","26-100","No","No","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Dont know","No"
59,0.27777777777777773,1,"No","Yes","Yes","Often","6-25","Yes","Yes","Dont know","No","No","No","No","Somewhat difficult","Yes","No","No","No","No","Maybe","Dont know","No"
60,0.48148148148148145,1,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","No","No","Dont know","Dont know","Dont know","Yes","Maybe","Some of them","No","No","Maybe","Dont know","Yes"
61,0.14814814814814814,0,"No","No","Yes","Sometimes","26-100","Yes","Yes","Dont know","Not sure","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
62,0.16666666666666669,1,"No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Yes","Dont know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
63,0.14814814814814814,1,"No","No","No","Did not answer","26-100","No","Yes","No","No","No","No","Dont know","Very easy","Yes","No","No","No","No","No","No","Yes"
64,0.3148148148148148,1,"No","No","No","Sometimes","6-25","No","Yes","Dont know","No","No","No","Dont know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Dont know","No"
65,0.4074074074074074,1,"No","Yes","No","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","Yes","Maybe","Some of them","No","No","No","No","Yes"
66,0.09259259259259262,0,"No","Yes","Yes","Often","1-5","Yes","Yes","No","Not sure","No","No","Dont know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
67,0.3333333333333333,1,"No","No","No","Sometimes","100-500","Yes","Yes","Yes","No","Dont know","Yes","Dont know","Dont know","Maybe","No","Some of them","Some of them","Maybe","Yes","Yes","No"
68,0.24074074074074076,0,"No","No","No","Did not answer","26-100","Yes","No","Dont know","No","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","Dont know","No"
69,0.2962962962962962,1,"Yes","No","No","Rarely","1-5","Yes","Yes","No","No","No","No","Dont know","Dont know","Maybe","No","Some of them","No","No","No","Dont know","No"
70,0.18518518518518517,1,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
71,0.2962962962962962,1,"No","No","No","Never","6-25","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Somewhat easy","No","No","Some of them","Yes","No","No","Dont know","No"
72,0.09259259259259262,2,"No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Yes","Yes","No","No","No","No"
73,0.3703703703703704,1,"No","No","No","Did not answer","26-100","No","Yes","No","No","No","Dont know","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
74,0.27777777777777773,1,"No","No","No","Never","More than 1000","No","Yes","Dont know","Not sure","Yes","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
75,0.018518518518518545,1,"No","No","No","Did not answer","1-5","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No"
76,0.1296296296296296,1,"No","No","No","Did not answer","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Dont know","Dont know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
77,0.24074074074074076,1,"Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
78,0.25925925925925924,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Dont know","Somewhat difficult","Yes","No","Some of them","No","No","Yes","No","No"
79,0.18518518518518517,1,"No","No","No","Never","6-25","Yes","Yes","Dont know","No","Dont know","Dont know","Dont know","Very easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No"
80,0.3703703703703704,1,"No","Yes","No","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Dont know","Dont know","No","No","Yes","Some of them","Maybe","Maybe","Yes","No"
81,0.09259259259259262,1,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Dont know","Dont know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
82,0.22222222222222227,1,"No","No","No","Never","26-100","No","No","No","No","No","No","Dont know","Dont know","No","No","Some of them","Yes","No","No","No","No"
83,0.16666666666666669,0,"Yes","No","Yes","Often","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
84,0.27777777777777773,1,"No","Yes","No","Never","More than 1000","No","Yes","No","No","No","No","Dont know","Dont know","Yes","No","No","No","No","Maybe","No","No"
85,0.24074074074074076,1,"No","No","No","Did not answer","26-100","No","Yes","Dont know","Not sure","No","No","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","No","No"
86,0.3888888888888889,1,"Yes","No","Yes","Often","6-25","No","Yes","No","No","No","No","Dont know","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","Yes"
87,0.2962962962962962,0,"No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Not sure","No","Dont know","Dont know","Dont know","Yes","Maybe","Some of them","Some of them","No","No","Dont know","No"
88,0.20370370370370366,0,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes"
89,0.25925925925925924,1,"No","No","No","Did not answer","500-1000","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","No","No","Some of them","Some of them","No","No","Dont know","No"
90,0.24074074074074076,1,"No","No","No","Never","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
91,0.4074074074074074,1,"No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","No","No"
92,0.2962962962962962,1,"No","No","No","Did not answer","26-100","No","Yes","Dont know","No","No","No","Dont know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Dont know","No"
93,0.0,2,"No","No","No","Did not answer","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Dont know","No"
94,0.1296296296296296,0,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Yes","No","Maybe","Dont know","No"
95,0.20370370370370366,1,"No","No","No","Never","26-100","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","No","No","Yes","Yes","Maybe","Maybe","No","No"
96,0.1111111111111111,1,"No","Yes","No","Rarely","26-100","No","Yes","Dont know","Not sure","No","Dont know","Dont know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Dont know","No"
97,0.24074074074074076,1,"No","Yes","Yes","Sometimes","6-25","No","Yes","Dont know","No","No","No","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Yes","No","No"
98,0.27777777777777773,1,"No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Dont know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
99,0.22222222222222227,1,"No","No","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
100,0.14814814814814814,0,"No","Yes","Yes","Sometimes","26-100","No","No","No","Yes","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","No","Yes"
101,0.48148148148148145,0,"No","No","No","Never","100-500","No","Yes","Yes","Not sure","Dont know","Dont know","Dont know","Dont know","Maybe","Maybe","No","Some of them","No","No","Dont know","No"
102,0.1296296296296296,1,"No","Yes","No","Did not answer","26-100","No","Yes","Dont know","No","Dont know","Dont know","Dont know","Very easy","No","No","Some of them","Yes","No","No","Dont know","No"
103,0.27777777777777773,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
104,0.20370370370370366,1,"No","No","No","Never","More than 1000","No","Yes","Yes","Not sure","Yes","Dont know","Dont know","Somewhat easy","No","No","Some of them","Yes","No","No","Dont know","No"
105,0.3148148148148148,1,"No","Yes","No","Rarely","6-25","No","Yes","Yes","Not sure","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Dont know","No"
106,0.3148148148148148,1,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","Dont know","Not sure","No","No","Dont know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
107,0.18518518518518517,1,"No","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","No","Dont know","Maybe","No","Yes","Yes","No","No","Dont know","Yes"
108,0.2962962962962962,1,"No","Yes","No","Never","6-25","Yes","Yes","Yes","No","No","No","Dont know","Dont know","Maybe","No","No","No","No","No","Dont know","No"
109,0.25925925925925924,1,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
110,0.07407407407407407,1,"No","No","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Dont know","Yes","Dont know","Yes","No","No","No","No","Yes","No","No"
111,0.18518518518518517,1,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
112,0.49999999999999994,1,"No","Yes","Yes","Rarely","6-25","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
113,0.25925925925925924,1,"No","No","No","Never","100-500","No","Yes","Yes","Yes","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","Some of them","No","No","Dont know","No"
114,0.18518518518518517,1,"No","No","No","Did not answer","More than 1000","No","Yes","Dont know","No","No","Dont know","Dont know","Dont know","Maybe","No","Some of them","No","No","Maybe","Dont know","No"
115,0.14814814814814814,1,"No","No","No","Never","6-25","No","Yes","Dont know","No","No","Dont know","Dont know","Very easy","No","No","Some of them","Some of them","No","No","Dont know","Yes"
116,0.055555555555555525,1,"Yes","No","No","Often","1-5","Yes","No","No","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","Yes","No","Maybe","No","No"
117,0.16666666666666669,1,"No","No","No","Rarely","6-25","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Dont know","No"
118,0.0,1,"No","No","Yes","Rarely","1-5","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","No","No","No","Dont know","No"
119,0.3148148148148148,1,"No","No","No","Did not answer","26-100","Yes","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Maybe","Dont know","No"
120,0.20370370370370366,1,"No","No","No","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Dont know","Dont know","Yes","Yes","No","No","No","No","Dont know","No"
121,0.1296296296296296,1,"No","No","No","Did not answer","26-100","Yes","Yes","Dont know","No","No","No","Dont know","Very easy","No","No","Some of them","Yes","No","No","Dont know","No"
122,0.27777777777777773,1,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","Dont know","No","Dont know","Dont know","Yes","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No"
123,0.3333333333333333,1,"No","No","No","Often","6-25","No","Yes","Yes","No","No","No","Yes","Dont know","Maybe","No","No","No","No","No","Dont know","No"
124,0.16666666666666669,1,"No","No","Yes","Never","100-500","No","No","Yes","Not sure","No","No","Dont know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
125,0.16666666666666669,1,"No","Yes","No","Never","500-1000","No","Yes","Yes","No","Yes","Yes","Yes","Dont know","Yes","No","Some of them","No","No","Yes","Dont know","No"
126,0.16666666666666669,1,"No","No","No","Did not answer","6-25","No","Yes","No","No","No","No","Dont know","Dont know","No","No","Some of them","Some of them","No","No","Dont know","No"
127,0.25925925925925924,1,"No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Dont know","Yes","No","No","Yes","No","No","Dont know","No"
128,0.24074074074074076,1,"No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Dont know","Somewhat easy","Maybe","Maybe","No","No","No","No","Yes","No"
129,0.018518518518518545,1,"No","No","Yes","Sometimes","6-25","No","Yes","Dont know","No","No","No","Dont know","Somewhat easy","Yes","Yes","Some of them","No","No","No","Dont know","No"
130,0.27777777777777773,1,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Dont know","Very easy","Maybe","No","Yes","Some of them","No","Yes","No","No"
131,0.25925925925925924,1,"No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Dont know","Very difficult","Maybe","No","Yes","Some of them","No","Yes","Dont know","No"
132,0.16666666666666669,1,"No","No","No","Never","26-100","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","No","No","Yes","Yes","Maybe","Maybe","Dont know","No"
133,0.3703703703703704,1,"No","No","No","Did not answer","26-100","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","No","No"
134,0.1111111111111111,1,"No","No","Yes","Never","26-100","No","Yes","Dont know","No","No","No","Dont know","Dont know","No","No","Some of them","Yes","Maybe","Yes","Dont know","No"
135,0.3888888888888889,1,"No","No","No","Never","26-100","No","No","No","No","No","No","Dont know","Dont know","Yes","Maybe","No","No","No","No","Dont know","No"
136,0.18518518518518517,1,"No","No","No","Never","6-25","No","Yes","Dont know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
137,0.3888888888888889,1,"No","No","Yes","Often","More than 1000","No","Yes","Yes","Not sure","No","No","Dont know","Somewhat easy","No","No","Yes","Yes","No","No","Dont know","No"
138,0.20370370370370366,0,"No","No","No","Did not answer","6-25","No","Yes","Dont know","No","No","Dont know","Dont know","Somewhat easy","Maybe","No","Some of them","No","No","No","Dont know","No"
139,0.07407407407407407,1,"No","No","No","Did not answer","6-25","Yes","Yes","Dont know","No","Dont know","No","Dont know","Somewhat easy","No","No","Some of them","Some of them","No","No","Dont know","No"
140,0.3703703703703704,1,"No","Yes","Yes","Sometimes","100-500","No","Yes","Dont know","No","Dont know","Dont know","Dont know","Dont know","Maybe","No","Some of them","Yes","No","No","Dont know","No"
141,0.3518518518518518,1,"Yes","No","Yes","Sometimes","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","No","Maybe","Yes","No"
142,0.3148148148148148,1,"No","No","No","Never","26-100","Yes","No","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","Yes","No","Some of them","No","No","Maybe","Dont know","No"
143,0.25925925925925924,1,"No","No","No","Did not answer","More than 1000","Yes","No","Yes","No","Dont know","Yes","Dont know","Dont know","No","No","Some of them","Yes","No","No","Dont know","No"
144,0.22222222222222227,0,"No","Yes","No","Did not answer","More than 1000","Yes","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Dont know","No"
145,0.3518518518518518,1,"No","Yes","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Yes","Dont know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Dont know","No"
146,0.1111111111111111,1,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Dont know","Maybe","Maybe","No","Some of them","No","No","Dont know","No"
147,0.09259259259259262,1,"No","No","No","Sometimes","6-25","No","No","No","No","No","No","No","Somewhat easy","Yes","Yes","No","No","No","No","No","No"
148,0.22222222222222227,1,"No","No","Yes","Rarely","100-500","No","Yes","No","Yes","Yes","Yes","Dont know","Somewhat easy","Yes","No","Some of them","No","No","No","No","Yes"
149,0.20370370370370366,0,"No","No","No","Did not answer","100-500","Yes","Yes","Dont know","Not sure","No","Dont know","Dont know","Dont know","Maybe","No","No","Some of them","No","Maybe","Dont know","No"
150,0.018518518518518545,1,"Yes","Yes","No","Did not answer","1-5","Yes","Yes","Dont know","Not sure","No","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Dont know","No"
151,0.25925925925925924,1,"No","Yes","No","Never","26-100","No","Yes","Dont know","Not sure","No","No","Dont know","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No"
152,0.18518518518518517,1,"No","No","No","Rarely","6-25","Yes","Yes","No","No","No","No","Dont know","Dont know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
153,0.3333333333333333,1,"No","No","No","Never","6-25","No","Yes","Dont know","Not sure","Dont know","Dont know","Dont know","Dont know","No","No","Some of them","Some of them","Maybe","Maybe","Dont know","No"
154,0.3518518518518518,1,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","Maybe","Some of them","No","No","Yes","No","Yes"
